,darija,eng
7224,lay7afDak,please
7225,laykhllik,please
7226,lah ikhellik,please
7227,laykhellik,please
7228,lah ikhllik,please
7229,red lbal,pay attention
7230,rdlbal,pay attention
7231,rdd lbal,pay attention
7232,redd lbal,pay attention
7233,ga3,absolutely
7234,ga3,whatsoever
7235,darija,moroccan dialect
7236,ddarija,moroccan dialect
7237,3awttani,again
7238,3awdtani,again
7239,aawttani,again
7240,3awtani,again
7241,f,in
7242,ila,if
7243,sidi,Mr
7244,lalla,Mme
7245,ssi,Mr
7246,moulay,Mr
7247,molay,Mr
7248,ah,yes
7249,lla,no
7250,la,no
7251,3ndi,I have
7252,aandi,I have
7253,3endi,I have
7254,3andi,I have
7255,3ndk,you have
7256,aandak,you have
7257,3ndk,you have
7258,3ndo,he has
7259,aando,he has
7260,3endo,he has
7261,3ndha,she has
7262,aandha,she has
7263,3nd8a,she has
7264,3endha,she has
7265,3ndna,we have
7266,aandna,we have
7267,3endna,we have
7268,3andna,we have
7269,3ndhom,they have
7270,aandhom,they have
7271,3nd8om,they have
7272,3ndhoum,they have
7273,3ndkom,you have
7274,aandkom,you have
7275,3endkom,you have
7276,3ndkoum,you have
7277,mojoud,available
7278,mojod,available
7279,kayn,available
7280,gha+,will
7281,ghayr,non
7282,7tta,even
7283,htta,even
7284,fa9aT,only
7285,ghir,only
7286,gher,only
7287,imkn,could
7288,imken,could
7289,yemken,could
7290,mazal,still
7291,Tab3an,sure
7292,7sen,better
7293,7ssen,better
7294,7san,better
7295,hsen,better
7296,yallah,let us
7297,yalla8,let us
7298,chi,some
7299,syyda,lady
7300,syda,lady
7301,swa,whether
7302,smo7at,i am sorry
7303,ssmo7at,i am sorry
7304,ssmou7at,i am sorry
7305,chokran,thank you
7306,lhajj,Mr.
7307,l7ajj,Mr.
7308,lhajja,Mrs.
7309,l7ajja,Mrs.
7310,m3llm,Mr.
7311,m3allam,Mr.
7312,m3llem,Mr.
7313,chrif,Mr.
7314,chchrif,Mr.
7315,chrifa,Mrs.
7316,chchrifa,Mrs.
7317,n3amasidi,Mr.
7318,n3amalalla,Mrs.
7319,bS77a,cheers
7320,bSe77a,cheers
7321,bSa77a,cheers
7322,bS7a,cheers
7323,srbi,hurry
7324,serbi,hurry
7325,sarbi,hurry
7326,mazal,not yet
7327,7bes,stop
7328,7bs,stop
7329,gollia,tell me
7330,hahoa,here it is
7331,hahowa,here it is
7332,8a8oa,here it is
7333,hahia,here she is
7334,hahya,here she is
7335,8a8ya,here she is
7336,hahoma,here they are
7337,ha homa,here they are
7338,8a8oma,here they are
7339,ewa mohim,anyway
7340,ewa lmohim,anyway
7341,yallah,just
7342,b7ra,just
7343,be7ra,just
7344,ba7ra,just
7345,yallah,let us go
7346,mchina,let us go
7347,ya salam,impressive
7348,yasalam,impressive
7349,3la brra,outside
7350,3la berra,outside
7351,berra,outside
7352,brra,outside
7353,ssfli,ground floor
7354,ssefli,ground floor
7355,machi mochkil,no worries
7356,3Tini,give me
7357,ach glti,what did you say
7358,akid,sure
7359,2akid,sure
7360,wakha,ok
7361,wa5a,ok
7362,mamsalich,busy
7363,ahlan,hello
7364,a8lan,hello
7365,2a8lan,hello
7366,salam,Hi
7367,salamo3alaykom,Hello
7368,salamo3laikom,Hello
7369,mr7ba,welcome
7370,mer7ba,welcome
7371,mar7ba,welcome
7372,merhba,welcome
7373,bikhir,fine
7374,bi5ir,fine
7375,bslama,goodbye
7376,beslama,goodbye
7377,3afak,please
7378,afak,please
7379,eafak,please
7380,idan,so
7381,blmonasaba,by the way
7382,bl monasaba,by the way
7383,belmounasaba,by the way
7384,blmonaasaba,by the way
7385,b Tabi3t l7al,of course
7386,bTabi3t l7al,of course
7387,b Tabi3at l7al,of course
7388,mn Tabi3t l7al,of course
7389,fhemt,I get it
7390,f8emt,I get it
7391,fhmt,I get it
7392,f8mt,I get it
7393,b7al b7al,either way
7394,bhal bhal,either way
7395,b7alb7al,either way
7396,ti99en,make sure
7397,ty99en,make sure
7398,3la 9bli,for me
7399,3la 9ebli,for me
7400,3la 9abli,for me
7401,Thella,take care
7402,T8ella,take care
7403,Thela,take care
7404,Thalla,take care
7405,bsse7!,really!
7406,bSSa7!,really!
7407,beSSe7!,really!
7408,jat m3ak,it suits you
7409,ja m3ak,it suits you
7410,jatk hia hadik,it suits you
7411,jak hoa hadak,it suits you
7412,3ll a9all,at least
7413,3la9all,at least
7414,3ell a9all,at least
7415,3ella9ell,at least
7416,7tta fikra,no idea
7417,adna fikra,no idea
7418,ila akhirih,etc
7419,bss7,really
7420,bssa7,really
7421,bssah,really
7422,bsse7,really
7423,wah,really
7424,wa8,really
7425,wayli,really
7426,waili,really
7427,moul dar,husband
7428,mouldar,husband
7429,moulat dar,wife
7430,moulatdar,wife
7431,7ass brasou,arrogant
7432,7ass braso,arrogant
7433,ch7al hada,a while ago
7434,ch7al hadi,a while ago
7435,Sba7 lkhir,good morning
7436,Sba7lkhir,good morning
7437,3la ghfla,suddenly
7438,3la ghefla,suddenly
7439,3la ghafla,suddenly
7440,msa lkhir,good evening
7441,msalkhir,good evening
7442,tSb7 3la khir,good night
7443,tSbe7 3la khir,good night
7444,tSba7 3la khir,good night
7445,hamdolah,thank god
7446,hamdolilah,thank god
7447,lhamdolah,thank god
7448,mtchrrfin,nice to meet you
7449,metcherrfin,nice to meet you
7450,mtcharrfin,nice to meet you
7451,mtcherrfin,nice to meet you
7452,Tri9 ssalama,have a nice trip
7453,Tri9 salama,have a nice trip
7454,afin akhona,how are you brother
7455,afen akhona,how are you brother
7456,afen akhouna,how are you brother
7457,allah iktter khirk,thank you
7458,lah iktter khirek,thank you
7459,la chokra 3ala wajib,you are welcome
7460,l3afw,you are welcome
7461,l3afow,you are welcome
7462,sm7 lia,sorry
7463,sme7 lia,sorry
7464,sma7 lia,sorry
7465,maykon bas,good recovery
7466,mykon bas,good recovery
7467,maykon bass,good recovery
7468,allah iyesser,good luck
7469,lah iyesser,good luck
7470,layesser,good luck
7471,mbrouk,congratulations
7472,mebrouk,congratulations
7473,mabrouk,congratulations
7474,mbrok,congratulations
7475,bS77a,your good health
7476,bSS7a,your good health
7477,39balik,I wish the same for you
7478,3o9balik,I wish the same for you
7479,ajarakom allah,my condolences
7480,ajarakoum lah,my condolences
7481,ajarakom lah,my condolences
7482,allah ir7mo,god have mercy on him
7483,lah ire7mo,god have mercy on him
7484,allah ire7mo,god have mercy on him
7485,rdd lbal,be careful
7486,redd lbal,be careful
7487,redlbal,be careful
7488,hadchi fchkel,this is weird
7489,hania,do not worry
7490,safi nsa,never mind
7491,mrra khra,next time
7492,merra khra,next time
7493,8Dra khawya,nonsense
7494,hdra khawya,nonsense
7495,wach bSS7,really
7496,wach bSSe7,really
7497,nchoufouk,see you
7498,hani jay,I will be back
7499,8ani jay,I will be back
7500,ch7al f ssa3a,what time is it
7501,ch7al fsa3a,what time is it
7502,3lach lla,why not
7503,3lach la,why not
7504,wach nta,are you
7505,wach t9dr,can you
7506,fkkrni,remind me
7507,fekkerni,remind me
7508,fakkerni,remind me
7509,ch7al dayra hadi,how much is this
7510,ch7al dayr hada,how much is this
7511,tfDDl,please come in
7512,tfDDel,please come in
7513,tfeDDel,please come in
7514,tfaDDal,please come in
7515,ach kayn,what is wrong
7516,ach kayen,what is wrong
7517,kolla nhar,every day
7518,kolla n8ar,every day
7519,fink,where are you
7520,finek,where are you
7521,lli fat,past
7522,ghayr 3adi,unusual
7523,3ndo 9ima,valuable
7524,3endo 9ima,valuable
7525,3ndo 9yma,valuable
7526,3la ghfla,sudden
7527,3la ghefla,sudden
7528,3la ghafla,sudden
7529,dyal DDo,electric
7530,makaytSenne3ch,cool
7531,Tal3 lih demm,mad
7532,w9t kaml,full-time
7533,we9t kaml,full-time
7534,wa9t kaml,full-time
7535,dyal lm3da,gastric
7536,dyal lme3da,gastric
7537,dyal lma3da,gastric
7538,momkin it9arn,comparable
7539,momkin it9aren,comparable
7540,fayt l9yas,excessive
7541,fayet l9yas,excessive
7542,3llmada l9aSir,short-term
7543,3la lmada l9aSir,short-term
7544,sa8l toSl lih,accessible
7545,sahl toSl lih,accessible
7546,a9all 7edd,minimal
7547,a9all 7add,minimal
7548,ma3ndo a8ammia,irrelevant
7549,ma3ndoch a8ammia,irrelevant
7550,3ndo a8ammia,relevant
7551,3ando a8ammia,relevant
7552,ma3ndo 9ima,useless
7553,ma3ndoch 9ima,useless
7554,ma3ndouch 9ima,useless
7555,3ndo 9ima,worthy
7556,3endo 9ima,worthy
7557,3ndo zz8er,lucky
7558,3endo zzher,lucky
7559,3ndo zzhar,lucky
7560,9aDi lgharad,satisfactory
7561,n8ar 3la n8ar,day-to-day
7562,nhar 3la nhar,day-to-day
7563,mchkok fih,doubtful
7564,mchkouk fih,doubtful
7565,maymknch tyye98a,incredible
7566,maymknch tyye9ha,incredible
7567,dayr ttaman,costly
7568,mntachr bzzaf,large-scale
7569,mntacher bzzaf,large-scale
7570,t7t larD,underground
7571,te7t larD,underground
7572,ta7t larD,underground
7573,3ndo m3na,meaningful
7574,3endo ma3na,meaningful
7575,3ando ma3na,meaningful
7576,3endo me3na,meaningful
7577,fih SSda3,noisy
7578,fih Sda3,noisy
7579,fih DDajij,noisy
7580,fih Dajij,noisy
7581,fih ddajij,noisy
7582,3ndo lmana3a,immune
7583,3endo lmana3a,immune
7584,ma3ndo m3na,absurd
7585,ma3endo me3na,absurd
7586,ma3ndo tta m3na,absurd
7587,ma3ndo ta ma3na,absurd
7588,ghayr msbou9,unprecedented
7589,ghayr masbou9,unprecedented
7590,ma3ndo taman,invaluable
7591,ma3ando taman,invaluable
7592,9bl lwe9t,premature
7593,9bel lwe9t,premature
7594,9bel lwa9t,premature
7595,mabghah 7dd,unwanted
7596,mabghah 7edd,unwanted
7597,mabghah tta 7dd,unwanted
7598,mabghah tta 7edd,unwanted
7599,khda b3in l i3tibar,consider
7600,khda b3in l3tibar,consider
7601,khda b 3in l3tibar,consider
7602,ba3 o chra,trade
7603,makayn bas,no worries
7604,ma3ndi mangol,perfect
7605,ma3nedi mangol,perfect
7606,ma3ndi mangoul,perfect
7607,dakchi 3lach,that's why
7608,kolla ch8r,monthly
7609,kolla ch8er,monthly
7610,kolla ch8ar,monthly
7611,kolla nhar,daily
7612,kola nhar,daily
7613,kolla 3am,yearly
7614,kola 3am,yearly
7615,kolla simana,weekly
7616,kola simana,weekly
7617,kolla sa3a,hourly
7618,kola sa3a,hourly
7619,kolla mrra,each time
7620,kola mrra,each time
7621,mn daba chwia,soon
7622,men daba chwia,soon
7623,Trofa sghar,smithereens
7624,kla,eat
7625,chrb,drink
7626,chreb,drink
7627,dkhel,enter
7628,dkhl,enter
7629,dkhal,enter
7630,d5el,enter
7631,d5l,enter
7632,d5al,enter
7633,khrj,go out
7634,khraj,go out
7635,khrej,go out
7636,5rj,go out
7637,5raj,go out
7638,5rej,go out
7639,fhem,understand
7640,fhm,understand
7641,fham,understand
7642,f8em,understand
7643,f8m,understand
7644,f8am,understand
7645,chr7,explain
7646,chra7,explain
7647,chre7,explain
7648,chrh,explain
7649,chreh,explain
7650,chrah,explain
7651,9ra,learn
7652,qra,learn
7653,9rra,teach
7654,9erra,teach
7655,qrra,teach
7656,qerra,teach
7657,sm3,hear
7658,sme3,hear
7659,sma3,hear
7660,chaf,see
7661,chaaf,see
7662,chm,smell
7663,chemm,smell
7664,chmm,smell
7665,chem,smell
7666,da9,taste
7667,daq,taste
7668,9as,touch
7669,qas,touch
7670,mcha,go
7671,ja,come
7672,tl3,ascend
7673,tla3,ascend
7674,tle3,ascend
7675,nzl,go down
7676,nzel,go down
7677,3am,swim
7678,ghr9,drown
7679,ghra9,drown
7680,ghre9,drown
7681,lbs,wear
7682,lbes,wear
7683,slt,take off
7684,slet,take off
7685,slat,take off
7686,chra,buy
7687,ba3,sell
7688,baa3,sell
7689,ttawa,bargain
7690,ktb,write
7691,kteb,write
7692,ms7,clean
7693,msa7,clean
7694,msah,clean
7695,msh,clean
7696,drab,hit
7697,dreb,hit
7698,tsalm,salute
7699,tsalem,salute
7700,3ya,fatigue
7701,3ia,fatigue
7702,tskhskh,exhaust
7703,tsakhsakh,exhaust
7704,tsa5sa5,exhaust
7705,ts5s5,exhaust
7706,tsekhsekh,exhaust
7707,D7k,laugh
7708,D7ek,laugh
7709,D7ak,laugh
7710,ghdb,anger
7711,ghdab,anger
7712,jab,bring
7713,kan,was
7714,dar,do
7715,dir,do
7716,gal,say
7717,3ndo,have
7718,3ando,have
7719,3endo,have
7720,chedd,get
7721,chdd,get
7722,fkkr,think
7723,fkker,think
7724,fkkar,think
7725,ba,want
7726,bgha,want
7727,l9a,find
7728,lqa,find
7729,3Ta,give
7730,khdm,work
7731,khdam,work
7732,khdem,work
7733,5dem,work
7734,5dam,work
7735,3yeT,call
7736,3ayyaT,call
7737,3eyyeT,call
7738,khass,need
7739,5ass,need
7740,khess,need
7741,7ess,feel
7742,7ass,feel
7743,hass,feel
7744,wlla,become
7745,wella,become
7746,7TT,put
7747,7aTT,put
7748,7aT,put
7749,hatt,put
7750,3na,mean
7751,bda,begin
7752,khss,should
7753,l9a,find
7754,lga,find
7755,lqa,find
7756,3jb,like
7757,3jeb,like
7758,3jab,like
7759,khbr,tell
7760,khber,tell
7761,5br,tell
7762,5ber,tell
7763,3awn,help
7764,3awen,help
7765,aawen,help
7766,3t9,help
7767,3te9,help
7768,wjjd,prepare
7769,wjjed,prepare
7770,wajjad,prepare
7771,2amn,believe
7772,aamn,believe
7773,7awl,try
7774,7awel,try
7775,hawel,try
7776,jrrb,try
7777,jarreb,try
7778,jerreb,try
7779,swwl,ask
7780,swwel,ask
7781,sawwel,ask
7782,tfkkr,remember
7783,tfekker,remember
7784,tfakkar,remember
7785,mcha,leave
7786,byyen,show
7787,beyyen,show
7788,biyyen,show
7789,l3b,play
7790,l3eb,play
7791,l3ab,play
7792,jra,run
7793,jrra,run
7794,jerra,run
7795,jarra,run
7796,9ra,read
7797,qra,read
7798,bda,start
7799,sala,finish
7800,9TT3,cut
7801,9aTTe3,cut
7802,qattaa,cut
7803,8Dr,talk
7804,8Der,talk
7805,8Dar,talk
7806,hDar,talk
7807,hder,talk
7808,chker,thank
7809,chkar,thank
7810,chkor,thank
7811,bddel,change
7812,bddal,change
7813,kmmel,continue
7814,kmmal,continue
7815,ftarD,suppose
7816,tmnna,wish
7817,tmenna,wish
7818,tb3,follow
7819,tbe3,follow
7820,tba3,follow
7821,9bl,accept
7822,9bel,accept
7823,9bel,accept
7824,rfD,reject
7825,rfaD,reject
7826,rfeD,reject
7827,w93,happen
7828,w9e3,happen
7829,w9e3,happen
7830,gls,sit down
7831,gles,sit down
7832,glas,sit down
7833,rb7,win
7834,rbe7,win
7835,rba7,win
7836,zad,add
7837,t3llm,learn
7838,t3allam,learn
7839,t3ellem,learn
7840,tsnna,wait
7841,sifT,send
7842,SifT,send
7843,ba3,sell
7844,baa3,sell
7845,chra,buy
7846,7ell,open
7847,7all,open
7848,bna,build
7849,khtar,choose
7850,5tar,choose
7851,wSl,reach
7852,wSal,reach
7853,wSel,reach
7854,9rrer,decide
7855,9arrar,decide
7856,9arrer,decide
7857,nchT,enjoy
7858,nchaT,enjoy
7859,ncheT,enjoy
7860,tfrrj,watch
7861,itfrrej,watch
7862,tfarraj,watch
7863,khsr,lose
7864,khsar,lose
7865,khser,lose
7866,5ser,lose
7867,tmchcha,walk
7868,tmecha,walk
7869,kbbr,raise
7870,kebber,raise
7871,kabber,raise
7872,tkhyyl,imagine
7873,tkheyyel,imagine
7874,tkhayel,imagine
7875,t5ayyal,imagine
7876,sbbeb,cause
7877,sabbeb,cause
7878,8rrs,break
7879,harrass,break
7880,8arres,break
7881,sme3,listen
7882,smaa,listen
7883,sma3,listen
7884,kbr,grow
7885,kber,grow
7886,mat,die
7887,twffa,die
7888,tweffa,die
7889,toueffa,die
7890,zar,visit
7891,zaar,visit
7892,chjje3,encourage
7893,chajja3,encourage
7894,7ama,protect
7895,hama,protect
7896,nchr,spread
7897,ncher,spread
7898,nchar,spread
7899,9tl,kill
7900,9tal,kill
7901,9tel,kill
7902,qtel,kill
7903,sag,drive
7904,Sag,drive
7905,Saag,drive
7906,saag,drive
7907,kdb,lie
7908,kdeb,lie
7909,kdab,lie
7910,t9aj7,argue
7911,t9aje7,argue
7912,tqajeh,argue
7913,7yyed,remove
7914,7ayyad,remove
7915,7ayyed,remove
7916,ddabz,fight
7917,3mmr,fill
7918,3emmer,fill
7919,3emmar,fill
7920,safr,travel
7921,saafr,travel
7922,7Dr,attend
7923,7Dar,attend
7924,7Der,attend
7925,9sse7,hurt
7926,9ssa7,hurt
7927,3ana,suffer
7928,3aana,suffer
7929,zgl,miss
7930,zguel,miss
7931,zgal,miss
7932,l9a,discover
7933,lga,discover
7934,3bbr,express
7935,3bber,express
7936,3bbar,express
7937,rkkz,concentrate
7938,rekkez,concentrate
7939,rakkaz,concentrate
7940,la7,throw
7941,Sawb,prepare
7942,Saweb,prepare
7943,9ra,study
7944,qra,study
7945,df3,push
7946,dfe3,push
7947,dfaa,push
7948,wrrk,press
7949,werrek,press
7950,wSl,arrive
7951,wSel,arrive
7952,wSal,arrive
7953,Sona,ring
7954,Souna,ring
7955,jm3,collect
7956,jme3,collect
7957,jma3,collect
7958,8rb,escape
7959,8reb,escape
7960,8rab,escape
7961,hrab,escape
7962,r77b,welcome
7963,r77eb,welcome
7964,r77ab,welcome
7965,rahhab,welcome
7966,3wwl,rely
7967,3owwel,rely
7968,3awwel,rely
7969,3wwel,rely
7970,ta9,trust
7971,taq,trust
7972,3awd,repeat
7973,3awed,repeat
7974,3awad,repeat
7975,aawd,repeat
7976,khTTeT,plan
7977,khaTTeT,plan
7978,5aTTeT,plan
7979,frch,reveal
7980,frech,reveal
7981,frach,reveal
7982,2kkd,confirm
7983,2akkad,confirm
7984,akked,confirm
7985,kr8,hate
7986,kre8,hate
7987,tjwj,marry
7988,tjwwej,marry
7989,tjawwaj,marry
7990,9sm,split
7991,9sam,split
7992,9sem,split
7993,tbnna,adopt
7994,tbenna,adopt
7995,tbanna,adopt
7996,tja8l,ignore
7997,tjahl,ignore
7998,tja8el,ignore
7999,3rrf,define
8000,3rref,define
8001,3erref,define
8002,3arraf,define
8003,3arref,define
8004,3arrf,define
8005,9ddm,introduce
8006,9ddem,introduce
8007,ttrina,exercise
8008,trina,exercise
8009,br8n,demonstrate
8010,ber8en,demonstrate
8011,bar8an,demonstrate
8012,bar8en,demonstrate
8013,9n3,persuade
8014,9ne3,persuade
8015,9na3,persuade
8016,9ll3,guess
8017,9elle3,guess
8018,9alle3,guess
8019,Swwt,vote
8020,Sawwt,vote
8021,Sawwat,vote
8022,Sawwet,vote
8023,nkr,deny
8024,nker,deny
8025,nkar,deny
8026,khbba,hide
8027,khebba,hide
8028,khabba,hide
8029,5ebba,hide
8030,nj7,succeed
8031,nje7,succeed
8032,nja7,succeed
8033,Tlb,demand
8034,Tleb,demand
8035,Tlab,demand
8036,3tarf,recognize
8037,3taref,recognize
8038,aataref,recognize
8039,7sb,count
8040,7seb,count
8041,hseb,count
8042,ntama,belong
8043,intami,belong
8044,ntami,belong
8045,chekk,doubt
8046,chakk,doubt
8047,ghnna,sing
8048,ghenna,sing
8049,ghanna,sing
8050,nwa,intent
8051,brrer,justify
8052,berrer,justify
8053,barrar,justify
8054,barrer,justify
8055,daf3,defend
8056,daaf3,defend
8057,z3m,dare
8058,z3em,dare
8059,z3am,dare
8060,tsara7,rest
8061,7km,judge
8062,7kem,judge
8063,7kam,judge
8064,hkem,judge
8065,chark,participate
8066,chaark,participate
8067,ghsl,wash
8068,ghsel,wash
8069,ghsal,wash
8070,la7D,observe
8071,khddm,employ
8072,khddem,employ
8073,5ddem,employ
8074,jm3,combine
8075,jme3,combine
8076,jma3,combine
8077,l77,insist
8078,le77,insist
8079,tla7,jump
8080,tlah,jump
8081,Tyyb,cook
8082,Tyyeb,cook
8083,bka,cry
8084,n3s,sleep
8085,n3es,sleep
8086,fa9,wake up
8087,faq,wake up
8088,jm3,gather
8089,jme3,gather
8090,jma3,gather
8091,nsa7b,withdraw
8092,nsahab,withdraw
8093,nsa7ab,withdraw
8094,nsa7eb,withdraw
8095,7ll,resolve
8096,7ell,resolve
8097,7all,resolve
8098,khbr,inform
8099,khber,inform
8100,stalzem,imply
8101,tsllf,borrow
8102,tsellef,borrow
8103,tsallaf,borrow
8104,swwl,question
8105,sowwel,question
8106,swwel,question
8107,khaTr,risk
8108,5aTer,risk
8109,sm7,permit
8110,sme7,permit
8111,sma7,permit
8112,sam7,forgive
8113,same7,forgive
8114,sameh,forgive
8115,9tar7,propose
8116,9tare7,propose
8117,9tara7,propose
8118,7tafl,celebrate
8119,7tafel,celebrate
8120,7tafal,celebrate
8121,Dyy3,waste
8122,Dyye3,waste
8123,Dyya3,waste
8124,ghbr,disappear
8125,ghber,disappear
8126,ghbar,disappear
8127,tw993,predict
8128,twe99a3,predict
8129,twe99e3,predict
8130,ngr,complain
8131,ngor,complain
8132,nguer,complain
8133,9bT,catch
8134,9baT,catch
8135,9beT,catch
8136,qbaT,catch
8137,gbD,catch
8138,gbeD,catch
8139,gbaD,catch
8140,naD,get up
8141,naaD,get up
8142,daz,pass
8143,daaz,pass
8144,7bes,stop
8145,7bas,stop
8146,hbas,stop
8147,hbes,stop
8148,9yyd,note
8149,9ayyad,note
8150,9eyyed,note
8151,wllf,used to
8152,wellef,used to
8153,wllaf,used to
8154,wallaf,used to
8155,khllT,mix
8156,khallaT,mix
8157,khelleT,mix
8158,gyyd,mislead
8159,gyyed,mislead
8160,7rg,burn
8161,7reg,burn
8162,7rag,burn
8163,7r9,burn
8164,7re9,burn
8165,7ra9,burn
8166,staghl,exploit
8167,staghell,exploit
8168,staghall,exploit
8169,kma,smoke
8170,7ddr,warn
8171,7edder,warn
8172,7addar,warn
8173,baas,kiss
8174,bas,kiss
8175,3ln,announce
8176,3len,announce
8177,3lan,announce
8178,khtabr,evaluate
8179,5taber,evaluate
8180,khtabar,evaluate
8181,tnffs,breathe
8182,tneffes,breathe
8183,tnaffas,breathe
8184,fat,exceed
8185,faat,exceed
8186,Saad9,approve
8187,Saade9,approve
8188,7tell,occupy
8189,7tall,occupy
8190,7arrar,free
8191,7errer,free
8192,7arrer,free
8193,btasm,smile
8194,btasem,smile
8195,btassem,smile
8196,btassam,smile
8197,7fr,dig
8198,7fer,dig
8199,7far,dig
8200,hfer,dig
8201,hfar,dig
8202,7tarm,respect
8203,htarm,respect
8204,7tarem,respect
8205,8dded,threaten
8206,i8dded,threaten
8207,8addad,threaten
8208,8added,threaten
8209,lgha,cancel
8210,khzn,store
8211,5zn,store
8212,khzen,store
8213,khzan,store
8214,nDDm,organize
8215,nDDem,organize
8216,naDDam,organize
8217,nwwr,shine
8218,nwwer,shine
8219,nwwar,shine
8220,7lf,swear
8221,7lef,swear
8222,hlef,swear
8223,7lm,dream
8224,7lem,dream
8225,7lam,dream
8226,hlem,dream
8227,SrT,absorb
8228,SreT,absorb
8229,SraT,absorb
8230,bloka,block
8231,stab9,anticipate
8232,stabe9,anticipate
8233,staba9,anticipate
8234,tta8m,accuse
8235,tta8em,accuse
8236,ttahem,accuse
8237,ghwwt,shout
8238,ghwwet,shout
8239,ghowwet,shout
8240,2ttr,affect
8241,2atter,affect
8242,2etter,affect
8243,attar,affect
8244,rttb,arrange
8245,rtteb,arrange
8246,ratteb,arrange
8247,rattab,arrange
8248,3ta9l,arrest
8249,3ta9el,arrest
8250,3ta9al,arrest
8251,nb7,bark
8252,nba7,bark
8253,nbe7,bark
8254,khan,betray
8255,5an,betray
8256,t7aTT,bet
8257,khtalf,differ
8258,khtalaf,differ
8259,5talef,differ
8260,khtalef,differ
8261,7tafD,keep
8262,7tafeD,keep
8263,Tar,fly
8264,Taar,fly
8265,ban,appear
8266,jrr,pull
8267,jarr,pull
8268,jerr,pull
8269,df3,push
8270,dfe3,push
8271,dfa3,push
8272,8zz,lift
8273,hezz,lift
8274,8ezz,lift
8275,rj3,return
8276,rje3,return
8277,rja3,return
8278,Ta7,fall
8279,3rf,know
8280,3ref,know
8281,3raf,know
8282,nsa,forget
8283,wSf,describe
8284,wSef,describe
8285,wSaf,describe
8286,trjm,translate
8287,tarjem,translate
8288,terjem,translate
8289,trjam,translate
8290,w3ed,promise
8291,w3ad,promise
8292,w3d,promise
8293,9llb,search
8294,9elleb,search
8295,9allab,search
8296,7bb,love
8297,7ebb,love
8298,3ach,live
8299,3aach,live
8300,skn,live
8301,sken,live
8302,skan,live
8303,khllS,pay
8304,khalleS,pay
8305,khallaS,pay
8306,sdd,close
8307,sedd,close
8308,w9f,stand up
8309,w9ef,stand up
8310,w9af,stand up
8311,stkhdm,use
8312,stekhdem,use
8313,stakhdam,use
8314,stakhdem,use
8315,stalm,receive
8316,stalem,receive
8317,fchl,fail
8318,fchel,fail
8319,fchal,fail
8320,sbb,insult
8321,sebb,insult
8322,sabb,insult
8323,chka,complain
8324,fD7,expose
8325,fDa7,expose
8326,fDe7,expose
8327,3tadr,apologize
8328,3tader,apologize
8329,3tadar,apologize
8330,3nng,hug
8331,3nn9,hug
8332,3nneg,hug
8333,3anna9,hug
8334,ndm,regret
8335,ndem,regret
8336,t3wwd,get used
8337,t3wwed,get used
8338,t3awwad,get used
8339,t3awwed,get used
8340,3Tas,sneeze
8341,3Tes,sneeze
8342,3Tes,sneeze
8343,k7ob,cough
8344,k7eb,cough
8345,2ejjel,postpone
8346,ajjal,postpone
8347,2ajjal,postpone
8348,2jjel,postpone
8349,t3awn,cooperate
8350,t3awen,cooperate
8351,t3aawan,cooperate
8352,t3awan,cooperate
8353,tbadl,exchange
8354,tbaadel,exchange
8355,tbaadl,exchange
8356,9aaT3,boycott
8357,9aaTe3,boycott
8358,9aaTa3,boycott
8359,9aT3,boycott
8360,tTwwe3,volunteer
8361,TTowe3,volunteer
8362,taTawwa3,volunteer
8363,TTowwe3,volunteer
8364,9oulb,dupe
8365,9ouleb,dupe
8366,tjnnb,avoid
8367,tjannab,avoid
8368,tjenneb,avoid
8369,tjanneb,avoid
8370,8ml,neglect
8371,8mel,neglect
8372,8mal,neglect
8373,tla9a,meet
8374,tlaqa,meet
8375,tjsses,spy
8376,tjassas,spy
8377,nta9m,take revenge
8378,dfn,bury
8379,dfen,bury
8380,dfan,bury
8381,ghlb,defeat
8382,ghleb,defeat
8383,ghlab,defeat
8384,kan,be
8385,bgha,would
8386,9der,can
8387,9dr,can
8388,gdd,can
8389,guedd,can
8390,gedd,can
8391,imkn,may
8392,dar,make
8393,khsso,must
8394,khesso,must
8395,khda,take
8396,5da,take
8397,chaf,look
8398,7TT,set
8399,7eTT,set
8400,khlla,let
8401,khella,let
8402,3Ta,provide
8403,khsso,shall
8404,khesso,shall
8405,ban,seem
8406,tDmmen,include
8407,tDemmen,include
8408,t7rrek,move
8409,t7arrak,move
8410,Dar,turn
8411,Daar,turn
8412,3tabr,consider
8413,3taber,consider
8414,khlla,allow
8415,khella,allow
8416,tmenna,hope
8417,tmnna,hope
8418,ntej,produce
8419,ntj,produce
8420,b9a,stay
8421,chdd,hold
8422,chedd,hold
8423,to99e3,expect
8424,twe99e3,expect
8425,twe99a3,expect
8426,Dmen,ensure
8427,Dmn,ensure
8428,Dman,ensure
8429,8ezz,carry
8430,hezz,carry
8431,3reD,offer
8432,3rD,offer
8433,3raD,offer
8434,d3em,support
8435,d3m,support
8436,d3am,support
8437,hDer,speak
8438,hDr,speak
8439,hDar,speak
8440,8Der,speak
8441,dwa,speak
8442,9aad,lead
8443,b9a,remain
8444,w9ef,stand
8445,w9af,stand
8446,w9f,stand
8447,wgef,stand
8448,wgaf,stand
8449,wgf,stand
8450,9tar7,suggest
